epoch,train_loss
556,11800.69990234375
557,11739.99775390625
558,11692.165771484375
559,11639.8404296875
560,11590.07890625
561,11532.77216796875
562,11486.242578125
563,11434.713330078124
564,11382.0400390625
565,11334.77724609375
566,11288.17099609375
567,11239.363427734375
568,11195.906787109376
569,11139.528515625
570,11094.444873046876
571,11048.8419921875
572,11001.6279296875
573,10955.342919921875
574,10910.087841796874
575,10866.54912109375
576,10819.83359375
577,10779.716650390625
578,10731.58876953125
579,10699.0720703125
580,10645.514111328124
581,10604.4091796875
582,10564.92421875
583,10522.03740234375
584,10481.68525390625
585,10436.989453125
586,10400.040966796874
587,10367.600341796875
588,10321.943310546874
589,10280.628564453125
590,10241.439208984375
591,10201.18955078125
592,10161.694873046876
593,10132.3142578125
594,10087.87587890625
595,10049.736572265625
596,10012.62890625
597,9980.739111328125
598,9939.33720703125
599,9915.687646484375
600,9867.67890625
601,9834.5416015625
602,9806.743505859375
603,9763.72744140625
604,9728.273681640625
605,9697.93046875
606,9665.9470703125
607,9628.92314453125
608,9596.43583984375
609,9566.83017578125
610,9526.609814453124
611,9494.10341796875
612,9484.671630859375
613,9429.3080078125
614,9397.14404296875
615,9369.80751953125
616,9336.094775390626
617,9303.70302734375
618,9272.240771484376
619,9245.686474609374
620,9214.145849609375
621,9181.43154296875
622,9152.44970703125
623,9123.943896484376
624,9095.069140625
625,9070.69111328125
626,9036.799755859374
627,9003.694384765626
628,8980.295654296875
629,8951.2294921875
630,8924.2052734375
631,8893.442236328125
632,8865.64775390625
633,8837.86416015625
634,8811.613037109375
635,8780.466796875
636,8756.643994140624
637,8728.270654296875
638,8700.8068359375
639,8675.25087890625
640,8648.645654296875
641,8621.83779296875
642,8600.564794921875
643,8574.115673828124
644,8556.615625
645,8520.962646484375
646,8507.045703125
647,8468.7115234375
648,8441.240380859375
649,8422.480029296876
650,8395.61982421875
651,8369.59638671875
652,8347.197900390625
653,8324.340185546875
654,8296.77919921875
655,8271.407373046875
656,8247.552465820312
657,8223.045751953125
658,8202.4705078125
659,8177.917578125
660,8151.70361328125
661,8131.99541015625
662,8108.838916015625
663,8084.632275390625
664,8070.715234375
665,8039.428515625
666,8014.509033203125
667,7994.37861328125
668,7972.736669921875
669,7953.01494140625
670,7928.45703125
671,7904.372509765625
672,7879.67548828125
673,7861.141357421875
674,7836.38994140625
675,7826.435498046875
676,7790.9671875
677,7771.437939453125
678,7749.694287109375
679,7742.0744140625
680,7720.21259765625
681,7689.23056640625
682,7669.952685546875
683,7650.410498046875
684,7623.993994140625
685,7607.606201171875
686,7583.2667236328125
687,7559.168798828125
688,7542.602099609375
689,7520.55537109375
690,7498.437353515625
691,7480.5201171875
692,7458.69443359375
693,7439.682421875
694,7424.9188232421875
695,7402.719384765625
696,7378.221875
697,7359.713671875
698,7349.022802734375
699,7324.386083984375
700,7301.023681640625
701,7282.524072265625
702,7267.00439453125
703,7240.0919921875
704,7220.914990234375
705,7202.776904296875
706,7184.047998046875
707,7169.192138671875
708,7145.1140625
709,7128.989697265625
710,7107.69794921875
711,7087.357421875
712,7075.969775390625
713,7054.985009765625
714,7033.440185546875
715,7017.2623046875
716,6994.09326171875
717,6979.247900390625
718,6960.741796875
719,6942.3296875
720,6938.673681640625
721,6911.274169921875
722,6885.641625976563
723,6865.41669921875
724,6848.484375
725,6835.09560546875
726,6828.42705078125
727,6814.50830078125
728,6786.867919921875
729,6760.00283203125
730,6746.9525390625
731,6723.54189453125
732,6704.987548828125
733,6689.180078125
734,6673.577392578125
735,6651.3923828125
736,6637.256982421875
737,6627.41533203125
738,6605.07314453125
739,6591.635961914062
740,6580.521435546875
741,6551.416064453125
742,6549.55078125
743,6526.443798828125
744,6500.2322998046875
745,6482.74775390625
746,6465.675756835937
747,6450.864306640625
748,6455.5140625
749,6420.183349609375
750,6405.24853515625
751,6390.312646484375
752,6368.075390625
753,6362.002099609375
754,6330.267529296875
755,6318.9931640625
756,6302.893115234375
757,6287.846435546875
758,6272.796362304687
759,6253.2455078125
760,6236.805615234375
761,6222.355126953125
762,6204.763720703125
763,6189.589013671875
764,6183.163427734375
765,6157.53115234375
766,6147.562548828125
767,6132.851171875
768,6111.416796875
769,6095.83125
770,6082.224609375
771,6061.1
772,6047.948999023438
773,6036.289453125
774,6014.16640625
775,6005.642626953125
776,5986.743212890625
777,5976.2645263671875
778,5953.098291015625
779,5940.47333984375
780,5926.135205078125
781,5914.479833984375
782,5897.355688476562
783,5887.132470703125
784,5870.64013671875
785,5852.6544921875
786,5834.71865234375
787,5820.670068359375
788,5807.168310546875
789,5794.6121826171875
790,5779.460034179688
791,5771.0490234375
792,5747.63017578125
793,5743.084936523437
794,5712.956494140625
795,5709.56572265625
796,5690.540673828125
797,5674.252026367188
798,5663.294702148438
799,5646.85126953125
800,5635.13095703125
801,5624.1029296875
802,5609.578344726562
803,5592.655224609375
804,5584.448559570313
805,5564.22236328125
806,5546.20908203125
807,5537.7779296875
808,5522.215405273438
809,5507.50634765625
810,5495.187231445312
811,5480.071875
812,5463.479711914062
813,5451.895678710937
814,5446.354077148438
815,5421.76591796875
816,5413.867163085937
817,5400.3228515625
818,5384.042456054687
819,5373.29140625
820,5367.8812255859375
821,5342.767578125
822,5334.200952148438
823,5318.060522460937
824,5306.712646484375
825,5291.916821289063
826,5280.548779296875
827,5268.651391601563
828,5273.4486083984375
829,5237.643383789063
830,5231.641650390625
831,5214.321484375
832,5202.128466796875
833,5191.004663085938
834,5179.522216796875
835,5165.46611328125
836,5150.651953125
837,5140.606713867188
838,5127.51640625
839,5112.998510742187
840,5103.687329101563
841,5089.466015625
842,5076.9774169921875
843,5068.2943359375
844,5051.566845703125
845,5040.029052734375
846,5028.51279296875
847,5027.0987548828125
848,5011.436669921875
849,5007.135595703125
850,4979.5404052734375
851,4968.334326171875
852,4953.428881835937
853,4946.545166015625
854,4942.712744140625
855,4919.500219726562
856,4910.2322998046875
857,4910.267749023437
858,4904.832861328125
859,4876.322338867188
860,4864.058349609375
861,4853.6177978515625
862,4836.88623046875
863,4831.317211914063
864,4815.37509765625
865,4802.463354492187
866,4796.30234375
867,4780.204760742187
868,4771.215478515625
869,4758.1833984375
870,4746.726000976562
871,4735.8111572265625
872,4724.937280273438
873,4716.480786132813
874,4703.927294921875
875,4695.903637695313
876,4684.127197265625
877,4668.06865234375
878,4658.180200195313
879,4649.176318359375
880,4637.4044921875
881,4633.742724609375
882,4616.841552734375
883,4612.446850585938
884,4597.761987304688
885,4584.615307617188
886,4570.646557617188
887,4566.706201171875
888,4550.625561523438
889,4546.445385742188
890,4532.029077148438
891,4521.255712890625
892,4517.0984375
893,4503.959375
894,4490.3404296875
895,4480.150708007813
896,4506.213940429688
897,4468.405688476562
898,4457.859057617187
899,4442.357861328125
900,4432.562060546875
901,4419.243505859375
902,4411.42119140625
903,4398.652758789062
904,4387.5505859375
905,4379.057446289063
906,4369.198071289063
907,4363.254150390625
908,4353.391137695313
909,4345.9573974609375
910,4328.50263671875
911,4319.213305664062
912,4310.955981445312
913,4298.88720703125
914,4290.383227539062
915,4282.4422607421875
916,4271.310522460937
917,4263.161962890625
918,4256.145751953125
919,4242.367431640625
920,4233.1036376953125
921,4225.686059570313
922,4213.648193359375
923,4210.312084960938
924,4201.033666992187
925,4188.281274414063
926,4181.196459960937
927,4178.664624023438
928,4159.934375
929,4152.99443359375
930,4151.0833740234375
931,4132.920263671875
932,4129.113427734375
933,4115.3896484375
934,4106.781298828125
935,4097.376538085938
936,4089.977685546875
937,4078.2653076171873
938,4069.3906982421877
939,4060.786181640625
940,4052.6947509765623
941,4045.2613037109377
942,4034.542041015625
943,4026.396337890625
944,4022.07490234375
945,4011.085400390625
946,4005.1351318359375
947,3995.0156494140624
948,3982.421923828125
949,3976.906494140625
950,3967.0890625
951,3961.767919921875
952,3950.1712646484375
953,3943.73564453125
954,3935.869970703125
955,3926.66181640625
956,3920.483447265625
957,3920.7906494140625
958,3902.8356689453126
959,3893.76708984375
960,3888.92568359375
961,3883.5066650390627
962,3869.106689453125
963,3862.239892578125
964,3854.6961181640627
965,3846.0515380859374
966,3849.039892578125
967,3837.2763427734376
968,3822.5345703125
969,3819.075573730469
970,3804.59150390625
971,3806.2624755859374
972,3791.23203125
973,3788.9237060546875
974,3789.9392578125
975,3778.336279296875
976,3770.3266357421876
977,3753.6459106445313
978,3751.5939208984373
979,3739.3306396484377
980,3735.3008544921877
981,3723.9124755859375
982,3717.9868896484377
983,3706.219580078125
984,3702.6531005859374
985,3695.8349609375
986,3685.5124267578126
987,3683.0672119140627
988,3670.6868896484375
989,3662.869775390625
990,3656.4623779296876
991,3650.543408203125
992,3644.10771484375
993,3634.82275390625
994,3629.6154541015626
995,3624.770751953125
996,3617.0263671875
997,3607.118017578125
998,3601.093505859375
999,3592.7448974609374
